,Start,End,Twoday,Meeting,Press Conference,Record of Policy Actions,Minutes,Beige Book,Tealbook A,Tealbook B,Greenbook,Bluebook,Redbook,Longer-Run Goals,Memoranda,Statement,Supplement,Transcript,Individual Projections
409,1972-07-18 00:00:00,1972-07-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720718.pdf,Documents/Minutes/1972/fomcmoa19720718.pdf,,,,Documents/Greenbook/1972/FOMC19720718greenbook19720712.pdf,Documents/Bluebook/1972/FOMC19720718bluebook19720714.pdf,Documents/Redbook/1972/fomc19720718redbook19720718.pdf,,Documents/Memoranda/1972/fomcmod19720718.pdf,,Documents/Supplement/1972/FOMC19720718gbsup19720714.pdf,,
410,1972-08-15 00:00:00,1972-08-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720815.pdf,Documents/Minutes/1972/fomcmoa19720815.pdf,,,,Documents/Greenbook/1972/FOMC19720815greenbook19720809.pdf,Documents/Bluebook/1972/FOMC19720815bluebook19720811.pdf,Documents/Redbook/1972/fomc19720815redbook19720809.pdf,,Documents/Memoranda/1972/fomcmod19720815.pdf,,Documents/Supplement/1972/FOMC19720815gbsup19720811.pdf,,
411,1972-09-19 00:00:00,1972-09-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720919.pdf,Documents/Minutes/1972/fomcmoa19720919.pdf,,,,Documents/Greenbook/1972/FOMC19720919greenbook19720913.pdf,Documents/Bluebook/1972/FOMC19720919bluebook19720915.pdf,Documents/Redbook/1972/fomc19720919redbook19720913.pdf,,Documents/Memoranda/1972/fomcmod19720919.pdf,,Documents/Supplement/1972/FOMC19720919gbsup19720915.pdf,,
412,1972-10-17 00:00:00,1972-10-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19721017.pdf,Documents/Minutes/1972/fomcmoa19721017.pdf,,,,Documents/Greenbook/1972/FOMC19721017greenbook19721011.pdf,Documents/Bluebook/1972/FOMC19721017bluebook19721013.pdf,Documents/Redbook/1972/fomc19721017redbook19721011.pdf,,Documents/Memoranda/1972/fomcmod19721017.pdf,,Documents/Supplement/1972/FOMC19721017gbsup19721013.pdf,,
413,1972-11-20 00:00:00,1972-11-21 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19721121.pdf,Documents/Minutes/1972/fomcmoa19721121.pdf,,,,Documents/Greenbook/1972/FOMC19721120greenbook19721115.pdf,Documents/Bluebook/1972/FOMC19721121bluebook19721117.pdf,Documents/Redbook/1972/fomc19721121redbook19721114.pdf,,Documents/Memoranda/1972/fomcmod19721121.pdf,,Documents/Supplement/1972/FOMC19721120gbsup19721117.pdf,,
414,1972-12-19 00:00:00,1972-12-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19721219.pdf,Documents/Minutes/1972/fomcmoa19721219.pdf,,,,Documents/Greenbook/1972/FOMC19721219greenbook19721213.pdf,Documents/Bluebook/1972/FOMC19721219bluebook19721215.pdf,Documents/Redbook/1972/fomc19721219redbook19721219.pdf,,Documents/Memoranda/1972/fomcmod19721219.pdf,,Documents/Supplement/1972/FOMC19721219gbsup19721215.pdf,,
415,1973-01-16 00:00:00,1973-01-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730116.pdf,Documents/Minutes/1973/fomcmoa19730116.pdf,,,,Documents/Greenbook/1973/FOMC19730116greenbook19730110.pdf,Documents/Bluebook/1973/FOMC19730116bluebook19730112.pdf,Documents/Redbook/1973/fomc19730116redbook19730110.pdf,,Documents/Memoranda/1973/fomcmod19730116.pdf,,Documents/Supplement/1973/FOMC19730116gbsup19730112.pdf,,
416,1973-02-13 00:00:00,1973-02-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730213.pdf,Documents/Minutes/1973/fomcmoa19730213.pdf,,,,Documents/Greenbook/1973/FOMC19730213greenbook19730207.pdf,Documents/Bluebook/1973/FOMC19730213bluebook19730208.pdf,Documents/Redbook/1973/fomc19730213redbook19730207.pdf,,Documents/Memoranda/1973/fomcmod19730213.pdf,,Documents/Supplement/1973/FOMC19730213gbsup19730209.pdf,,
417,1973-03-07 00:00:00,1973-03-07 00:00:00,0,Conference Call,0,,,,,,,,,,Documents/Memoranda/1973/fomcmod19730307.pdf,,,,
418,1973-03-19 00:00:00,1973-03-20 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730320.pdf,Documents/Minutes/1973/fomcmoa19730320.pdf,,,,Documents/Greenbook/1973/FOMC19730320greenbook19730314.pdf,Documents/Bluebook/1973/FOMC19730320bluebook19730316.pdf,Documents/Redbook/1973/fomc19730320redbook19730314.pdf,,Documents/Memoranda/1973/fomcmod19730320.pdf,,Documents/Supplement/1973/FOMC19730320gbsup19730316.pdf,,
419,1973-04-17 00:00:00,1973-04-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730417.pdf,Documents/Minutes/1973/fomcmoa19730417.pdf,,,,Documents/Greenbook/1973/FOMC19730417greenbook19730411.pdf,Documents/Bluebook/1973/FOMC19730417bluebook19730413.pdf,Documents/Redbook/1973/fomc19730417redbook19730411.pdf,,Documents/Memoranda/1973/fomcmod19730417.pdf,,Documents/Supplement/1973/FOMC19730417gbsup19730413.pdf,,
420,1973-05-15 00:00:00,1973-05-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730515.pdf,Documents/Minutes/1973/fomcmoa19730515.pdf,,,,Documents/Greenbook/1973/FOMC19730515greenbook19730509.pdf,Documents/Bluebook/1973/FOMC19730515bluebook19730511.pdf,Documents/Redbook/1973/fomc19730515redbook19730509.pdf,,Documents/Memoranda/1973/fomcmod19730515.pdf,,Documents/Supplement/1973/FOMC19730515gbsup19730511.pdf,,
421,1973-06-18 00:00:00,1973-06-19 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730619.pdf,Documents/Minutes/1973/fomcmoa19730619.pdf,,,,Documents/Greenbook/1973/FOMC19730619greenbook19730613.pdf,Documents/Bluebook/1973/FOMC19730619bluebook19730615.pdf,Documents/Redbook/1973/fomc19730619redbook19730613.pdf,,Documents/Memoranda/1973/fomcmod19730619.pdf,,Documents/Supplement/1973/FOMC19730619gbsup19730615.pdf,,
422,1973-07-09 00:00:00,1973-07-09 00:00:00,0,Conference Call,0,,Documents/Minutes/1973/fomcmoa19730709.pdf,,,,,,,,Documents/Memoranda/1973/fomcmod19730709.pdf,,,,
423,1973-07-17 00:00:00,1973-07-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730717.pdf,Documents/Minutes/1973/fomcmoa19730717.pdf,,,,Documents/Greenbook/1973/FOMC19730717greenbook19730711.pdf,Documents/Bluebook/1973/FOMC19730717bluebook19730711.pdf,Documents/Redbook/1973/fomc19730717redbook19730711.pdf,,Documents/Memoranda/1973/fomcmod19730717.pdf,,Documents/Supplement/1973/FOMC19730717gbsup19730713.pdf,,
424,1973-08-21 00:00:00,1973-08-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730821.pdf,Documents/Minutes/1973/fomcmoa19730821.pdf,,,,Documents/Greenbook/1973/FOMC19730821greenbook19730815.pdf,Documents/Bluebook/1973/FOMC19730821bluebook19730817.pdf,Documents/Redbook/1973/fomc19730821redbook19730815.pdf,,Documents/Memoranda/1973/fomcmod19730821.pdf,,Documents/Supplement/1973/FOMC19730821gbsup19730817.pdf,,
425,1973-09-18 00:00:00,1973-09-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19730918.pdf,Documents/Minutes/1973/fomcmoa19730918.pdf,,,,Documents/Greenbook/1973/FOMC19730918greenbook19730912.pdf,Documents/Bluebook/1973/FOMC19730918bluebook19730914.pdf,Documents/Redbook/1973/fomc19730918redbook19730912.pdf,,Documents/Memoranda/1973/fomcmod19730918.pdf,,Documents/Supplement/1973/FOMC19730918gbsup19730914.pdf,,
426,1973-10-02 00:00:00,1973-10-02 00:00:00,0,Conference Call,0,,,,,,,,,,Documents/Memoranda/1973/fomcmod19731002.pdf,,,,
427,1973-10-10 00:00:00,1973-10-10 00:00:00,0,Conference Call,0,,,,,,,,,,Documents/Memoranda/1973/fomcmod19731010.pdf,,,,
428,1973-10-16 00:00:00,1973-10-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19731016.pdf,Documents/Minutes/1973/fomcmoa19731016.pdf,,,,Documents/Greenbook/1973/FOMC19731016greenbook19731010.pdf,Documents/Bluebook/1973/FOMC19731016bluebook19731012.pdf,Documents/Redbook/1973/fomc19731016redbook19731010.pdf,,Documents/Memoranda/1973/fomcmod19731016.pdf,,Documents/Supplement/1973/FOMC19731016gbsup19731012.pdf,,
429,1973-11-19 00:00:00,1973-11-20 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19731120.pdf,Documents/Minutes/1973/fomcmoa19731120.pdf,,,,Documents/Greenbook/1973/FOMC19731120greenbook19731114.pdf,Documents/Bluebook/1973/FOMC19731120bluebook19731116.pdf,Documents/Redbook/1973/fomc19731120redbook19731114.pdf,,Documents/Memoranda/1973/fomcmod19731120.pdf,,Documents/Supplement/1973/FOMC19731120gbsup19731116.pdf,,
430,1973-12-17 00:00:00,1973-12-18 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1973/fomcropa19731218.pdf,Documents/Minutes/1973/fomcmoa19731218.pdf,,,,Documents/Greenbook/1973/FOMC19731218greenbook19731212.pdf,Documents/Bluebook/1973/FOMC19731218bluebook19731214.pdf,Documents/Redbook/1973/fomc19731218redbook19731212.pdf,,Documents/Memoranda/1973/fomcmod19731218.pdf,,Documents/Supplement/1973/FOMC19731218gbsup19731214.pdf,,
431,1974-01-21 00:00:00,1974-01-22 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740122.pdf,Documents/Minutes/1974/fomcmoa19740122.pdf,,,,Documents/Greenbook/1974/FOMC19740122greenbook19740116.pdf,Documents/Bluebook/1974/FOMC19740122bluebook19740118.pdf,Documents/Redbook/1974/fomc19740122redbook19740116.pdf,,Documents/Memoranda/1974/fomcmod19740122.pdf,,Documents/Supplement/1974/FOMC19740122gbsup19740118.pdf,,
432,1974-02-20 00:00:00,1974-02-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740220.pdf,Documents/Minutes/1974/fomcmoa19740220.pdf,,,,Documents/Greenbook/1974/FOMC19740220greenbook19740213.pdf,Documents/Bluebook/1974/FOMC19740220bluebook19740215.pdf,Documents/Redbook/1974/fomc19740220redbook19740213.pdf,,Documents/Memoranda/1974/fomcmod19740220.pdf,,Documents/Supplement/1974/FOMC19740220gbsup19740215.pdf,,
433,1974-03-18 00:00:00,1974-03-19 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740319.pdf,Documents/Minutes/1974/fomcmoa19740319.pdf,,,,Documents/Greenbook/1974/FOMC19740319greenbook19740313.pdf,Documents/Bluebook/1974/FOMC19740319bluebook19740315.pdf,Documents/Redbook/1974/fomc19740319redbook19740313.pdf,,Documents/Memoranda/1974/fomcmod19740319.pdf,,Documents/Supplement/1974/FOMC19740319gbsup19740315.pdf,,
434,1974-04-15 00:00:00,1974-04-16 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740416.pdf,Documents/Minutes/1974/fomcmoa19740416.pdf,,,,Documents/Greenbook/1974/FOMC19740416greenbook19740410.pdf,Documents/Bluebook/1974/FOMC19740416bluebook19740412.pdf,Documents/Redbook/1974/fomc19740416redbook19740410.pdf,,Documents/Memoranda/1974/fomcmod19740416.pdf,,Documents/Supplement/1974/FOMC19740416gbsup19740412.pdf,,
435,1974-05-21 00:00:00,1974-05-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740521.pdf,Documents/Minutes/1974/fomcmoa19740521.pdf,,,,Documents/Greenbook/1974/FOMC19740521greenbook19740515.pdf,Documents/Bluebook/1974/FOMC19740521bluebook19740517.pdf,Documents/Redbook/1974/fomc19740521redbook19740515.pdf,,Documents/Memoranda/1974/fomcmod19740521.pdf,,Documents/Supplement/1974/FOMC19740521gbsup19740517.pdf,,
436,1974-06-18 00:00:00,1974-06-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740618.pdf,Documents/Minutes/1974/fomcmoa19740618.pdf,,,,Documents/Greenbook/1974/FOMC19740618greenbook19740612.pdf,Documents/Bluebook/1974/FOMC19740618bluebook19740614.pdf,Documents/Redbook/1974/fomc19740618redbook19740612.pdf,,Documents/Memoranda/1974/fomcmod19740618.pdf,,Documents/Supplement/1974/FOMC19740618gbsup19740614.pdf,,
437,1974-07-05 00:00:00,1974-07-05 00:00:00,0,Conference Call,0,,,,,,,,,,,,,,
438,1974-07-16 00:00:00,1974-07-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740716.pdf,Documents/Minutes/1974/fomcmoa19740716.pdf,,,,Documents/Greenbook/1974/FOMC19740716greenbook19740710.pdf,Documents/Bluebook/1974/FOMC19740716bluebook19740712.pdf,Documents/Redbook/1974/fomc19740716redbook19740710.pdf,,Documents/Memoranda/1974/fomcmod19740716.pdf,,Documents/Supplement/1974/FOMC19740716gbsup19740712.pdf,,
439,1974-08-20 00:00:00,1974-08-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740820.pdf,Documents/Minutes/1974/fomcmoa19740820.pdf,,,,Documents/Greenbook/1974/FOMC19740820gbpt119740814.pdf;Documents/Greenbook/1974/FOMC19740820gbpt219740814.pdf,Documents/Bluebook/1974/FOMC19740820bluebook19740816.pdf,Documents/Redbook/1974/fomc19740820redbook19740814.pdf,,Documents/Memoranda/1974/fomcmod19740820.pdf,,Documents/Supplement/1974/FOMC19740820gbsup19740816.pdf,,
440,1974-09-10 00:00:00,1974-09-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19740910.pdf,Documents/Minutes/1974/fomcmoa19740910.pdf,,,,Documents/Greenbook/1974/FOMC19740910gbpt119740904.pdf;Documents/Greenbook/1974/FOMC19740910gbpt219740904.pdf,Documents/Bluebook/1974/FOMC19740910bluebook19740906.pdf,Documents/Redbook/1974/fomc19740910redbook19740905.pdf,,Documents/Memoranda/1974/fomcmod19740910.pdf,,Documents/Supplement/1974/FOMC19740910gbsup19740906.pdf,,
441,1974-10-14 00:00:00,1974-10-15 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19741015.pdf,Documents/Minutes/1974/fomcmoa19741015.pdf,,,,Documents/Greenbook/1974/FOMC19741015gbpt119741009.pdf;Documents/Greenbook/1974/FOMC19741015gbpt219741009.pdf,Documents/Bluebook/1974/FOMC19741015bluebook19741011.pdf,Documents/Redbook/1974/fomc19741015redbook19741009.pdf,,Documents/Memoranda/1974/fomcmod19741015.pdf,,Documents/Supplement/1974/FOMC19741015gbsup19741011.pdf,,
442,1974-11-19 00:00:00,1974-11-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19741119.pdf,Documents/Minutes/1974/fomcmoa19741119.pdf,,,,Documents/Greenbook/1974/FOMC19741119gbpt119741113.pdf;Documents/Greenbook/1974/FOMC19741119gbpt219741113.pdf,Documents/Bluebook/1974/FOMC19741119bluebook19741115.pdf,Documents/Redbook/1974/fomc19741119redbook19741113.pdf,,Documents/Memoranda/1974/fomcmod19741119.pdf,,Documents/Supplement/1974/FOMC19741119gbsup19741115.pdf,,
443,1974-12-16 00:00:00,1974-12-17 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1974/fomcropa19741217.pdf,Documents/Minutes/1974/fomcmoa19741217.pdf,,,,Documents/Greenbook/1974/FOMC19741217gbpt119741211.pdf;Documents/Greenbook/1974/FOMC19741217gbpt219741211.pdf,Documents/Bluebook/1974/FOMC19741217bluebook19741213.pdf,Documents/Redbook/1974/fomc19741217redbook19741211.pdf,,Documents/Memoranda/1974/fomcmod19741217.pdf,,Documents/Supplement/1974/FOMC19741217gbsup19741213.pdf,,
444,1975-01-20 00:00:00,1975-01-21 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750121.pdf,Documents/Minutes/1975/fomcmoa19750121.pdf,,,,Documents/Greenbook/1975/FOMC19750121gbpt119750115.pdf;Documents/Greenbook/1975/FOMC19750121gbpt219750115.pdf,Documents/Bluebook/1975/FOMC19750121bluebook19750117.pdf,Documents/Redbook/1975/fomc19750121redbook19750115.pdf,,Documents/Memoranda/1975/fomcmod19750121.pdf,,Documents/Supplement/1975/FOMC19750121gbsup19750117.pdf,,
445,1975-02-19 00:00:00,1975-02-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750219.pdf,Documents/Minutes/1975/fomcmoa19750219.pdf,,,,Documents/Greenbook/1975/FOMC19750219gbpt119750212.pdf;Documents/Greenbook/1975/FOMC19750219gbpt219750212.pdf,Documents/Bluebook/1975/FOMC19750219bluebook19750214.pdf,Documents/Redbook/1975/fomc19750219redbook19750212.pdf,,Documents/Memoranda/1975/fomcmod19750219.pdf,,Documents/Supplement/1975/FOMC19750219gbsup19750214.pdf,,
446,1975-03-18 00:00:00,1975-03-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750318.pdf,Documents/Minutes/1975/fomcmoa19750318.pdf,,,,Documents/Greenbook/1975/FOMC19750318gbpt119750312.pdf;Documents/Greenbook/1975/FOMC19750318gbpt219750312.pdf,Documents/Bluebook/1975/FOMC19750318bluebook19750314.pdf,Documents/Redbook/1975/fomc19750318redbook19750312.pdf,,Documents/Memoranda/1975/fomcmod19750318.pdf,,Documents/Supplement/1975/FOMC19750318gbsup19750314.pdf,,
447,1975-04-14 00:00:00,1975-04-15 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750415.pdf,Documents/Minutes/1975/fomcmoa19750415.pdf,,,,Documents/Greenbook/1975/FOMC19750415gbpt119750409.pdf;Documents/Greenbook/1975/FOMC19750415gbpt219750409.pdf,Documents/Bluebook/1975/FOMC19750415bluebook19750411.pdf,Documents/Redbook/1975/fomc19750415redbook19750409.pdf,,Documents/Memoranda/1975/fomcmod19750415.pdf,,Documents/Supplement/1975/FOMC19750415gbsup19750411.pdf,,
448,1975-05-20 00:00:00,1975-05-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750520.pdf,Documents/Minutes/1975/fomcmoa19750520.pdf,,,,Documents/Greenbook/1975/FOMC19750520gbpt119750514.pdf;Documents/Greenbook/1975/FOMC19750520gbpt219750514.pdf,Documents/Bluebook/1975/FOMC19750520bluebook19750516.pdf,Documents/Redbook/1975/fomc19750520redbook19750514.pdf,,Documents/Memoranda/1975/fomcmod19750520.pdf,,Documents/Supplement/1975/FOMC19750520gbsup19750516.pdf,,
449,1975-06-16 00:00:00,1975-06-17 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750617.pdf,Documents/Minutes/1975/fomcmoa19750617.pdf,,,,Documents/Greenbook/1975/FOMC19750617gbpt119750611.pdf;Documents/Greenbook/1975/FOMC19750617gbpt219750611.pdf,Documents/Bluebook/1975/FOMC19750617bluebook19750613.pdf,Documents/Redbook/1975/fomc19750617redbook19750611.pdf,,Documents/Memoranda/1975/fomcmod19750617.pdf,,Documents/Supplement/1975/FOMC19750617gbsup19750613.pdf,,
450,1975-07-15 00:00:00,1975-07-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750715.pdf,Documents/Minutes/1975/fomcmoa19750715.pdf,,,,Documents/Greenbook/1975/FOMC19750715gbpt119750709.pdf;Documents/Greenbook/1975/FOMC19750715gbpt219750709.pdf,Documents/Bluebook/1975/FOMC19750715bluebook19750711.pdf,Documents/Redbook/1975/fomc19750715redbook19750709.pdf,,Documents/Memoranda/1975/fomcmod19750715.pdf,,Documents/Supplement/1975/FOMC19750715gbsup19750711.pdf,,
451,1975-08-19 00:00:00,1975-08-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750819.pdf,Documents/Minutes/1975/fomcmoa19750819.pdf,,,,Documents/Greenbook/1975/FOMC19750819gbpt119750813.pdf;Documents/Greenbook/1975/FOMC19750819gbpt219750813.pdf,Documents/Bluebook/1975/FOMC19750819bluebook19750815.pdf,Documents/Redbook/1975/fomc19750819redbook19750813.pdf,,Documents/Memoranda/1975/fomcmod19750819.pdf,,Documents/Supplement/1975/FOMC19750819gbsup19750815.pdf,,
452,1975-09-16 00:00:00,1975-09-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19750916.pdf,Documents/Minutes/1975/fomcmoa19750916.pdf,,,,Documents/Greenbook/1975/FOMC19750916gbpt119750910.pdf;Documents/Greenbook/1975/FOMC19750916gbpt219750910.pdf,Documents/Bluebook/1975/FOMC19750916bluebook19750912.pdf,Documents/Redbook/1975/fomc19750916redbook19750910.pdf,,Documents/Memoranda/1975/fomcmod19750916.pdf,,Documents/Supplement/1975/FOMC19750916gbsup19750912.pdf,,
453,1975-10-21 00:00:00,1975-10-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19751021.pdf,Documents/Minutes/1975/fomcmoa19751021.pdf,,,,Documents/Greenbook/1975/FOMC19751021gbpt119751015.pdf;Documents/Greenbook/1975/FOMC19751021gbpt219751015.pdf,Documents/Bluebook/1975/FOMC19751021bluebook19751017.pdf,Documents/Redbook/1975/fomc19751021redbook19751021.pdf,,Documents/Memoranda/1975/fomcmod19751021.pdf,,Documents/Supplement/1975/FOMC19751021gbsup19751017.pdf,,
454,1975-11-18 00:00:00,1975-11-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19751118.pdf,Documents/Minutes/1975/fomcmoa19751118.pdf,,,,Documents/Greenbook/1975/FOMC19751118gbpt119751112.pdf;Documents/Greenbook/1975/FOMC19751118gbpt219751112.pdf,Documents/Bluebook/1975/FOMC19751118bluebook19751114.pdf,Documents/Redbook/1975/fomc19751118redbook19751112.pdf,,Documents/Memoranda/1975/fomcmod19751118.pdf,,Documents/Supplement/1975/FOMC19751118gbsup19751114.pdf,,
455,1975-12-16 00:00:00,1975-12-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1975/fomcropa19751216.pdf,Documents/Minutes/1975/fomcmoa19751216.pdf,,,,Documents/Greenbook/1975/FOMC19751216gbpt119751210.pdf;Documents/Greenbook/1975/FOMC19751216gbpt219751210.pdf,Documents/Bluebook/1975/FOMC19751216bluebook19751212.pdf,Documents/Redbook/1975/fomc19751216redbook19751210.pdf,,Documents/Memoranda/1975/fomcmod19751216.pdf,,Documents/Supplement/1975/FOMC19751216gbsup19751212.pdf,,
456,1976-01-20 00:00:00,1976-01-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760120.pdf,Documents/Minutes/1976/fomcmoa19760120.pdf,,,,Documents/Greenbook/1976/FOMC19760120gbpt119760114.pdf;Documents/Greenbook/1976/FOMC19760120gbpt219760114.pdf,Documents/Bluebook/1976/FOMC19760120bluebook19760116.pdf,Documents/Redbook/1976/fomc19760120redbook19760114.pdf,,Documents/Memoranda/1976/fomcmod19760120.pdf,,Documents/Supplement/1976/FOMC19760120gbsup19760116.pdf,,
457,1976-02-17 00:00:00,1976-02-18 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760218.pdf,Documents/Minutes/1976/fomcmoa19760218.pdf,,,,Documents/Greenbook/1976/FOMC19760218gbpt119760211.pdf;Documents/Greenbook/1976/FOMC19760218gbpt219760211.pdf,Documents/Bluebook/1976/FOMC19760218bluebook19760213.pdf,Documents/Redbook/1976/fomc19760218redbook19760211.pdf,,Documents/Memoranda/1976/fomcmod19760218.pdf,,Documents/Supplement/1976/FOMC19760218gbsup19760213.pdf,,
458,1976-03-15 00:00:00,1976-03-16 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760316.pdf,Documents/Minutes/1976/fomcmoa19760316.pdf,,,,Documents/Greenbook/1976/FOMC19760316gbpt119760310.pdf;Documents/Greenbook/1976/FOMC19760316gbpt219760310.pdf,Documents/Bluebook/1976/FOMC19760316bluebook19760312.pdf,Documents/Redbook/1976/fomc19760315redbook19760310.pdf,,Documents/Memoranda/1976/fomcmod19760316.pdf,,Documents/Supplement/1976/FOMC19760316gbsup19760312.pdf,,
459,1976-03-29 00:00:00,1976-03-29 00:00:00,0,Meeting,0,,,,,,,,,,,,,Documents/Transcript/1976/FOMC19760329meeting.pdf,
460,1976-04-20 00:00:00,1976-04-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760420.pdf,Documents/Minutes/1976/fomcmoa19760420.pdf,,,,Documents/Greenbook/1976/FOMC19760420gbpt119760414.pdf;Documents/Greenbook/1976/FOMC19760420gbpt219760414.pdf,Documents/Bluebook/1976/FOMC19760420bluebook19760416.pdf,Documents/Redbook/1976/fomc19760420redbook19760414.pdf,,,,Documents/Supplement/1976/FOMC19760420gbsup19760416.pdf,Documents/Transcript/1976/FOMC19760420meeting.pdf,
461,1976-05-18 00:00:00,1976-05-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760518.pdf,Documents/Minutes/1976/fomcmoa19760518.pdf,,,,Documents/Greenbook/1976/FOMC19760518gbpt119760512.pdf;Documents/Greenbook/1976/FOMC19760518gbpt219760512.pdf,Documents/Bluebook/1976/FOMC19760518bluebook19760514.pdf,Documents/Redbook/1976/fomc19760518redbook19760512.pdf,,,,Documents/Supplement/1976/FOMC19760518gbsup19760514.pdf,Documents/Transcript/1976/FOMC19760518meeting.pdf,
462,1976-06-22 00:00:00,1976-06-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760622.pdf,Documents/Minutes/1976/fomcmoa19760622.pdf,,,,Documents/Greenbook/1976/FOMC19760622gbpt119760616.pdf;Documents/Greenbook/1976/FOMC19760622gbpt219760616.pdf,Documents/Bluebook/1976/FOMC19760622bluebook19760618.pdf,Documents/Redbook/1976/fomc19760622redbook19760616.pdf,,,,Documents/Supplement/1976/FOMC19760622gbsup19760618.pdf,Documents/Transcript/1976/FOMC19760622meeting.pdf,
463,1976-07-19 00:00:00,1976-07-20 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760720.pdf,Documents/Minutes/1976/fomcmoa19760720.pdf,,,,Documents/Greenbook/1976/FOMC19760720gbpt119760714.pdf;Documents/Greenbook/1976/FOMC19760720gbpt219760714.pdf,Documents/Bluebook/1976/FOMC19760720bluebook19760716.pdf,Documents/Redbook/1976/fomc19760719redbook19760714.pdf,,,,Documents/Supplement/1976/FOMC19760720gbsup19760716.pdf,Documents/Transcript/1976/FOMC19760720meeting.pdf,
464,1976-08-17 00:00:00,1976-08-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760817.pdf,Documents/Minutes/1976/fomcmoa19760817.pdf,,,,Documents/Greenbook/1976/FOMC19760817gbpt119760811.pdf;Documents/Greenbook/1976/FOMC19760817gbpt219760811.pdf,Documents/Bluebook/1976/FOMC19760817bluebook19760813.pdf,Documents/Redbook/1976/fomc19760817redbook19760811.pdf,,,,Documents/Supplement/1976/FOMC19760817gbsup19760813.pdf,Documents/Transcript/1976/FOMC19760817meeting.pdf,
